sof_PT_auto,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-307.28,-307.28,-307.28,307.28
,,,,,,,121.3-FEHB,,,0,0,0,0,1735.74,1735.74,1735.74,-1735.74
,,,,,,,121.4-Medicare,,,0,0,0,0,290.93,290.93,290.93,-290.93
,,,,,,,121.5-TSP,,,0,0,0,0,1043.49,1043.49,1043.49,-1043.49
,,,,,,,121.6-FERS,,,0,0,0,0,3443.58,3443.58,3443.58,-3443.58
,,,,,,,121.7-FEGLI,,,0,0,0,0,42.24,42.24,42.24,-42.24
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,1244,1244,1244,-1244
,,,,,,,,,,167319.27,0,0,0,0,0,0,167319.27
,,,,,,0100D_0804798JCA_26,111.1-Labor-Regular,,,0,0,0,0,18024,18024,18024,-18024
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-5257,-5257,-5257,5257
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,751,751,751,-751
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-204.37,-204.37,-204.37,204.37
,,,,,,,121.3-FEHB,,,0,0,0,0,1430.59,1430.59,1430.59,-1430.59
,,,,,,,121.4-Medicare,,,0,0,0,0,172.05,172.05,172.05,-172.05
,,,,,,,121.5-TSP,,,0,0,0,0,619.58,619.58,619.58,-619.58
,,,,,,,121.6-FERS,,,0,0,0,0,2044.6,2044.6,2044.6,-2044.6
,,,,,,,121.7-FEGLI,,,0,0,0,0,25.44,25.44,25.44,-25.44
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,735.67,735.67,735.67,-735.67
,,,,,,,,,,52488.7,0,0,0,0,0,0,52488.7
,,,,,NDU_CIVPAY_PROC_26 Total,,,,,219807.97,0,0,0,48776.96,48776.96,48776.96,171031.01
,,,,,NDU_CIVPAY_RMD_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,150333.71,150333.71,150333.71,-150333.71
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-42250.9,-42250.9,-42250.9,42250.9
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,768.47,768.47,768.47,-768.47
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,5357.84,5357.84,5357.84,-5357.84
,,,,,,,111.A-Comp Time Taken,,,0,0,0,0,-527.02,-527.02,-527.02,527.02
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-664.43,-664.43,-664.43,664.43
,,,,,,,121.3-FEHB,,,0,0,0,0,3734.27,3734.27,3734.27,-3734.27
,,,,,,,121.4-Medicare,,,0,0,0,0,1473.13,1473.13,1473.13,-1473.13
,,,,,,,121.5-TSP,,,0,0,0,0,5172.92,5172.92,5172.92,-5172.92
,,,,,,,121.6-FERS,,,0,0,0,0,17820.76,17820.76,17820.76,-17820.76
,,,,,,,121.7-FEGLI,,,0,0,0,0,210,210,210,-210
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,6298.77,6298.77,6298.77,-6298.77
,,,,,,,,,,534740.16,0,0,0,0,0,0,534740.16
,,,,,,0100D_0804798JCA_26,111.1-Labor-Regular,,,0,0,0,0,66186.05,66186.05,66186.05,-66186.05
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-13447.83,-13447.83,-13447.83,13447.83
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,317.47,317.47,317.47,-317.47
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,3240.38,3240.38,3240.38,-3240.38
,,,,,,,111.8-Other Leave Taken,,,0,0,0,0,955.2,955.2,955.2,-955.2
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-755.36,-755.36,-755.36,755.36
,,,,,,,121.3-FEHB,,,0,0,0,0,4795.76,4795.76,4795.76,-4795.76
,,,,,,,121.4-Medicare,,,0,0,0,0,705.45,705.45,705.45,-705.45
,,,,,,,121.5-TSP,,,0,0,0,0,2064.59,2064.59,2064.59,-2064.59
,,,,,,,121.6-FERS,,,0,0,0,0,9286.52,9286.52,9286.52,-9286.52
,,,,,,,121.7-FEGLI,,,0,0,0,0,100.16,100.16,100.16,-100.16
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,3016.49,3016.49,3016.49,-3016.49
,,,,,,,,,,314932.2,0,0,0,0,0,0,314932.2
,,,,,NDU_CIVPAY_RMD_26 Total,,,,,849672.36,0,0,0,224192.4,224192.4,224192.4,625479.96
,,,,,NDU_COS_26,0100D_COS_FRONT_OFFICE_26,251.10 Management Prof Srvc,,,0,104285.15,0,0,0,0,104285.15,-104285.15
,,,,,,,,,,110000,0,0,0,0,0,0,110000
,,,,,NDU_COS_26 Total,,,,,110000,104285.15,0,0,0,0,104285.15,5714.85
,,,,,NDU_NDUP_26,0100D_OPS_26,210.00 Trvl & Trans of Persons,,,0,0,615.54,0,0,0,615.54,-615.54
,,,,,,,,,,25000,0,0,0,0,0,0,25000
,,,,,NDU_NDUP_26 Total,,,,,25000,0,615.54,0,0,0,615.54,24384.46
,,,,,NDU_ORF_26,0100D_ORF_26,,,,25000.01,0,0,0,0,0,0,25000.01
,,,,,NDU_ORF_26 Total,,,,,25000.01,0,0,0,0,0,0,25000.01
,,,,,NDU_PROC_26,0100D_OPS_26,251.10 Management Prof Srvc,,,0,225000,0,0,0,0,225000,-225000
,,,,,,,,,,230000,0,0,0,0,0,0,230000
,,,,,NDU_PROC_26 Total,,,,,230000,225000,0,0,0,0,225000,5000
,,,,,NDU_RMD_26,0100D_OPS_26,251.10 Management Prof Srvc,,,0,0,0,0,0,0,0,0
,,,,,,,253.2A IA DFAS,,,0,0,300000,0,0,0,300000,-300000
,,,,,,,,,,560000,0,0,0,0,0,0,560000
,,,,,NDU_RMD_26 Total,,,,,560000,0,300000,0,0,0,300000,260000
,2026 Total,,,,,,,,,2176946.44,329285.15,300615.54,0,340750.06,340750.06,970650.75,1206295.69
"400A- NDU CSO, FACILITIES AND ENGINEERING DIRECTORATE",2026,030000333PL1000000000000,9701002626D,1200,NDU_CIVPAY_CSO_26,0100D_0804798JCA_26,111.1-Labor-Regular,,,0,0,0,0,65970.99,65970.99,65970.99,-65970.99
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,1544.56,1544.56,1544.56,-1544.56
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,5148.33,5148.33,5148.33,-5148.33
,,,,,,,111.8-Other Leave Taken,,,0,0,0,0,81.08,81.08,81.08,-81.08
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,24227.12,24227.12,24227.12,-24227.12
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-7033.68,-7033.68,-7033.68,7033.68
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,781.52,781.52,781.52,-781.52
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-267.13,-267.13,-267.13,267.13
,,,,,,,121.3-FEHB,,,0,0,0,0,3102.32,3102.32,3102.32,-3102.32
,,,,,,,121.4-Medicare,,,0,0,0,0,1050.05,1050.05,1050.05,-1050.05
,,,,,,,121.5-TSP,,,0,0,0,0,3279.42,3279.42,3279.42,-3279.42
,,,,,,,121.6-FERS,,,0,0,0,0,12677.43,12677.43,12677.43,-12677.43
,,,,,,,121.7-FEGLI,,,0,0,0,0,155.12,155.12,155.12,-155.12
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,3342.85,3342.85,3342.85,-3342.85
,,,,,,,,,,209954.8,0,0,0,0,0,0,209954.8
,,,,,NDU_CIVPAY_CSO_26 Total,,,,,209954.8,0,0,0,114059.98,114059.98,114059.98,95894.82
,,,,,NDU_CIVPAY_FED_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,45569.01,45569.01,45569.01,-45569.01
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-7334.3,-7334.3,-7334.3,7334.3
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,554.67,554.67,554.67,-554.67
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-1329.97,-1329.97,-1329.97,1329.97
,,,,,,,121.3-FEHB,,,0,0,0,0,7524.16,7524.16,7524.16,-7524.16
,,,,,,,121.4-Medicare,,,0,0,0,0,628.35,628.35,628.35,-628.35
,,,,,,,121.5-TSP,,,0,0,0,0,1926.81,1926.81,1926.81,-1926.81
,,,,,,,121.6-FERS,,,0,0,0,0,8236.73,8236.73,8236.73,-8236.73
,,,,,,,121.7-FEGLI,,,0,0,0,0,96.16,96.16,96.16,-96.16
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,2686.82,2686.82,2686.82,-2686.82
,,,,,,,,,,524887,0,0,0,0,0,0,524887
,,,,,NDU_CIVPAY_FED_26 Total,,,,,524887,0,0,0,58558.44,58558.44,58558.44,466328.56
,,,,,NDU_CIVPAY_HRD_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,138699.14,138699.14,138699.14,-138699.14
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,822.89,822.89,822.89,-822.89
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,10771.94,10771.94,10771.94,-10771.94
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-1780.88,-1780.88,-1780.88,1780.88
,,,,,,,121.3-FEHB,,,0,0,0,0,14727.73,14727.73,14727.73,-14727.73
,,,,,,,121.4-Medicare,,,0,0,0,0,1995.99,1995.99,1995.99,-1995.99
,,,,,,,121.5-TSP,,,0,0,0,0,6261.53,6261.53,6261.53,-6261.53
,,,,,,,121.6-FERS,,,0,0,0,0,25655.9,25655.9,25655.9,-25655.9
,,,,,,,121.7-FEGLI,,,0,0,0,0,265.52,265.52,265.52,-265.52
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,8534.53,8534.53,8534.53,-8534.53
,,,,,,,,,,577375.72,0,0,0,0,0,0,577375.72
,,,,,,0100D_0804798JCA_26,111.1-Labor-Regular,,,0,0,0,0,32707.1,32707.1,32707.1,-32707.1
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,374.12,374.12,374.12,-374.12
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,2170.08,2170.08,2170.08,-2170.08
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-303.61,-303.61,-303.61,303.61
,,,,,,,121.3-FEHB,,,0,0,0,0,2749.91,2749.91,2749.91,-2749.91
,,,,,,,121.4-Medicare,,,0,0,0,0,323.86,323.86,323.86,-323.86
,,,,,,,121.5-TSP,,,0,0,0,0,462.4,462.4,462.4,-462.4
,,,,,,,121.6-FERS,,,0,0,0,0,4254.19,4254.19,4254.19,-4254.19
,,,,,,,121.7-FEGLI,,,0,0,0,0,47.52,47.52,47.52,-47.52
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,1305.67,1305.67,1305.67,-1305.67
,,,,,,,,,,104977.4,0,0,0,0,0,0,104977.4
,,,,,NDU_CIVPAY_HRD_26 Total,,,,,682353.12,0,0,0,250045.53,250045.53,250045.53,432307.59
,,,,,NDU_CIVPAY_ITD_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,297441.33,297441.33,297441.33,-297441.33
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,204.92,204.92,204.92,-204.92
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,1914.8,1914.8,1914.8,-1914.8
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,21252.83,21252.83,21252.83,-21252.83
,,,,,,,111.8-Other Leave Taken,,,0,0,0,0,600.88,600.88,600.88,-600.88
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,6594.48,6594.48,6594.48,-6594.48
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,732.72,732.72,732.72,-732.72
,,,,,,,115.1-Overtime Worked,,,0,0,0,0,901.32,901.32,901.32,-901.32
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-4121.83,-4121.83,-4121.83,4121.83
,,,,,,,121.3-FEHB,,,0,0,0,0,31935.35,31935.35,31935.35,-31935.35
,,,,,,,121.4-Medicare,,,0,0,0,0,4177.88,4177.88,4177.88,-4177.88
,,,,,,,121.5-TSP,,,0,0,0,0,13880.67,13880.67,13880.67,-13880.67
,,,,,,,121.6-FERS,,,0,0,0,0,51635.16,51635.16,51635.16,-51635.16
,,,,,,,121.7-FEGLI,,,0,0,0,0,579.6,579.6,579.6,-579.6
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,17864.02,17864.02,17864.02,-17864.02
,,,,,,,121.N-Retention Allowances,,,0,0,0,0,6156.56,6156.56,6156.56,-6156.56
,,,,,,,,,,1049774,0,0,0,0,0,0,1049774
,,,,,,0100D_0804798JCA_26,111.1-Labor-Regular,,,0,0,0,0,3731.76,3731.76,3731.76,-3731.76
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,414.64,414.64,414.64,-414.64
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,9085.44,9085.44,9085.44,-9085.44
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,757.12,757.12,757.12,-757.12
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-274.14,-274.14,-274.14,274.14
,,,,,,,121.3-FEHB,,,0,0,0,0,2288.37,2288.37,2288.37,-2288.37
,,,,,,,121.4-Medicare,,,0,0,0,0,350.95,350.95,350.95,-350.95
,,,,,,,121.5-TSP,,,0,0,0,0,1125.61,1125.61,1125.61,-1125.61
,,,,,,,121.6-FERS,,,0,0,0,0,4000.57,4000.57,4000.57,-4000.57
,,,,,,,121.7-FEGLI,,,0,0,0,0,49.28,49.28,49.28,-49.28
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,1394.57,1394.57,1394.57,-1394.57
,,,,,,,,,,104977.4,0,0,0,0,0,0,104977.4
,,,,,NDU_CIVPAY_ITD_26 Total,,,,,1154751.4,0,0,0,474674.86,474674.86,474674.86,680076.54
,,,,,NDU_CIVPAY_OPS_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,207881.1,207881.1,207881.1,-207881.1
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-1414.04,-1414.04,-1414.04,1414.04
,,,,,,,111.5-Admin Leave Taken,,,0,0,0,0,69.33,69.33,69.33,-69.33
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,11456.28,11456.28,11456.28,-11456.28
,,,,,,,115.2-Holiday Premium,,,0,0,0,0,-505.36,-505.36,-505.36,505.36
,,,,,,,115.9-Holiday Premium(H),,,0,0,0,0,-505.36,-505.36,-505.36,505.36
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-2533.39,-2533.39,-2533.39,2533.39
,,,,,,,121.3-FEHB,,,0,0,0,0,19441.04,19441.04,19441.04,-19441.04
,,,,,,,121.4-Medicare,,,0,0,0,0,2849.18,2849.18,2849.18,-2849.18
,,,,,,,121.5-TSP,,,0,0,0,0,7869.79,7869.79,7869.79,-7869.79
,,,,,,,121.6-FERS,,,0,0,0,0,35908.76,35908.76,35908.76,-35908.76
,,,,,,,121.7-FEGLI,,,0,0,0,0,399.28,399.28,399.28,-399.28
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,12182.61,12182.61,12182.61,-12182.61
,,,,,,,,,,892307.9,0,0,0,0,0,0,892307.9
,,,,,,0100D_0804798JCA_26,111.1-Labor-Regular,,,0,0,0,0,47406.94,47406.94,47406.94,-47406.94
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,3091.32,3091.32,3091.32,-3091.32
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-478.42,-478.42,-478.42,478.42
,,,,,,,121.3-FEHB,,,0,0,0,0,3993.77,3993.77,3993.77,-3993.77
,,,,,,,121.4-Medicare,,,0,0,0,0,714.55,714.55,714.55,-714.55
,,,,,,,121.5-TSP,,,0,0,0,0,2525.57,2525.57,2525.57,-2525.57
,,,,,,,121.6-FERS,,,0,0,0,0,9294.12,9294.12,9294.12,-9294.12
,,,,,,,121.7-FEGLI,,,0,0,0,0,60,60,60,-60
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,3003.94,3003.94,3003.94,-3003.94
,,,,,,,,,,157466.1,0,0,0,0,0,0,157466.1
,,,,,NDU_CIVPAY_OPS_26 Total,,,,,1049774,0,0,0,362711.01,362711.01,362711.01,687062.99
,,,,,NDU_CIVPAY_SEC_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,54603.22,54603.22,54603.22,-54603.22
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-3965.04,-3965.04,-3965.04,3965.04
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,3452.96,3452.96,3452.96,-3452.96
,,,,,,,111.8-Other Leave Taken,,,0,0,0,0,307.5,307.5,307.5,-307.5
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-1137.27,-1137.27,-1137.27,1137.27
,,,,,,,121.3-FEHB,,,0,0,0,0,8589.74,8589.74,8589.74,-8589.74
,,,,,,,121.4-Medicare,,,0,0,0,0,712.73,712.73,712.73,-712.73
,,,,,,,121.5-TSP,,,0,0,0,0,2667.42,2667.42,2667.42,-2667.42
,,,,,,,121.6-FERS,,,0,0,0,0,9344.48,9344.48,9344.48,-9344.48
,,,,,,,121.7-FEGLI,,,0,0,0,0,110.24,110.24,110.24,-110.24
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,3047.56,3047.56,3047.56,-3047.56
,,,,,,,,,,314932.2,0,0,0,0,0,0,314932.2
,,,,,NDU_CIVPAY_SEC_26 Total,,,,,314932.2,0,0,0,77733.54,77733.54,77733.54,237198.66
,,,,,NDU_CSO_26,0100D_CSO_FRONT OFFICE_26,,,,10000,0,0,0,0,0,0,10000
,,,,,NDU_CSO_26 Total,,,,,10000,0,0,0,0,0,0,10000
,,,,,NDU_FED_26,0100D_FED_NORTH_26,254.24 Janitorial Service,,,0,0,23052,0,0,0,23052,-23052
,,,,,,,,,,26000,0,0,0,0,0,0,26000
,,,,,,0100D_FED_PLUSUP_26,254.20 O&M Buildings,,,0,54654.27,0,0,0,0,54654.27,-54654.27
,,,,,,0100D_FED_SOUTH_26,254.22 O&M Grounds,,,0,17076.6,0,0,0,0,17076.6,-17076.6
,,,,,,,260.A0 Materials & Parts,,,0,0,0,0,0,0,0,0
,,,,,,0100D_OPS_26,,,,8474000,0,0,0,0,0,0,8474000
,,,,,NDU_FED_26 Total,,,,,8500000,71730.87,23052,0,0,0,94782.87,8405217.13
,,,,,NDU_HRD_26,0100D_OPS_26,,,,150000,0,0,0,0,0,0,150000
,,,,,NDU_HRD_26 Total,,,,,150000,0,0,0,0,0,0,150000
,,,,,NDU_ITD_26,0100D_OPS_26,233.11 Comm Circuits & Eqpmnt,,,0,130000,0,0,0,0,130000,-130000
,,,,,,,233.20 IT Services,,,0,602564,0,0,0,0,602564,-602564
,,,,,,,251.30 Engineering & Tech Srvc,,,0,0,1029013,0,0,0,1029013,-1029013
,,,,,,,257.31 IT Contract Sppt Srvcs,,,0,0,1851509.04,0,0,0,1851509.04,-1851509.04
,,,,,,,310.72 IT Software,,,0,196737.57,0,33278.22,0,33278.22,230015.79,-230015.79
,,,,,,,,,,7000000,0,0,0,0,0,0,7000000
,,,,,NDU_ITD_26 Total,,,,,7000000,929301.57,2880522.04,33278.22,0,33278.22,3843101.83,3156898.17
,,,,,NDU_OPS_26,0100D_LOGISTICS_26,220.10 Common Carrier Freight,,,0,0,730.42,0,0,0,730.42,-730.42
,,,,,,,260.10 Office Supplies,,,0,4504.85,0,0,0,0,4504.85,-4504.85
,,,,,,,,,,130000,0,0,0,0,0,0,130000
,,,,,,0100D_TRANSPORTATION_26,210.41 GSA Vehicle Lease,,,0,0,10538.17,0,0,0,10538.17,-10538.17
,,,,,NDU_OPS_26 Total,,,,,130000,4504.85,11268.59,0,0,0,15773.44,114226.56
,,,,,NDU_SEC_26,0100D_OPS_26,253.20 Interagency Agreements,,,0,145000,0,0,0,0,145000,-145000
,,,,,,,,,,500000,0,0,0,0,0,0,500000
,,,,,NDU_SEC_26 Total,,,,,500000,145000,0,0,0,0,145000,355000
,2026 Total,,,,,,,,,20226652.52,1150537.29,2914842.63,33278.22,1337783.36,1371061.58,5436441.5,14790211.02
NDU AA - Academic Affairs,2026,030000333PL1000000000000,9701002626D,1200,NDU_AA_26,0100D_OPS_26,310.72 IT Software,,,0,15444,0,0,0,0,15444,-15444
,,,,,,,,,,30000,0,0,0,0,0,0,30000
,,,,,,0100D_PRO_DEV_26,210.00 Trvl & Trans of Persons,,,0,0,5427.45,0,0,0,5427.45,-5427.45
,,,,,NDU_AA_26 Total,,,,,30000,15444,5427.45,0,0,0,20871.45,9128.55
,,,,,NDU_CIVPAY_AA_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,91097.26,91097.26,91097.26,-91097.26
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-23741.76,-23741.76,-23741.76,23741.76
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,987.7,987.7,987.7,-987.7
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,3874.8,3874.8,3874.8,-3874.8
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,111442.5,111442.5,111442.5,-111442.5
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-18642.52,-18642.52,-18642.52,18642.52
,,,,,,,113.5-Admin Leave Taken,,,0,0,0,0,-274.84,-274.84,-274.84,274.84
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,3829.27,3829.27,3829.27,-3829.27
,,,,,,,113.8-Other Leave Taken,,,0,0,0,0,671.68,671.68,671.68,-671.68
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-804.05,-804.05,-804.05,804.05
,,,,,,,121.3-FEHB,,,0,0,0,0,3961.17,3961.17,3961.17,-3961.17
,,,,,,,121.4-Medicare,,,0,0,0,0,1946.53,1946.53,1946.53,-1946.53
,,,,,,,121.5-TSP,,,0,0,0,0,6617.59,6617.59,6617.59,-6617.59
,,,,,,,121.6-FERS,,,0,0,0,0,23970.14,23970.14,23970.14,-23970.14
,,,,,,,121.7-FEGLI,,,0,0,0,0,273.6,273.6,273.6,-273.6
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,6250.22,6250.22,6250.22,-6250.22
,,,,,,,,,,682353.1,0,0,0,0,0,0,682353.1
,,,,,NDU_CIVPAY_AA_26 Total,,,,,682353.1,0,0,0,211459.29,211459.29,211459.29,470893.81
,,,,,NDU_CIVPAY_HF_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,61327.92,61327.92,61327.92,-61327.92
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-14398.12,-14398.12,-14398.12,14398.12
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,2247.84,2247.84,2247.84,-2247.84
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-698.79,-698.79,-698.79,698.79
,,,,,,,121.3-FEHB,,,0,0,0,0,3427.25,3427.25,3427.25,-3427.25
,,,,,,,121.4-Medicare,,,0,0,0,0,637.69,637.69,637.69,-637.69
,,,,,,,121.5-TSP,,,0,0,0,0,2292.57,2292.57,2292.57,-2292.57
,,,,,,,121.6-FERS,,,0,0,0,0,7926.38,7926.38,7926.38,-7926.38
,,,,,,,121.7-FEGLI,,,0,0,0,0,85.28,85.28,85.28,-85.28
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,2726.6,2726.6,2726.6,-2726.6
,,,,,,,,,,209954.8,0,0,0,0,0,0,209954.8
,,,,,NDU_CIVPAY_HF_26 Total,,,,,209954.8,0,0,0,65574.62,65574.62,65574.62,144380.18
,,,,,NDU_CIVPAY_LIB_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,182710.27,182710.27,182710.27,-182710.27
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,2888.48,2888.48,2888.48,-2888.48
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,1107.05,1107.05,1107.05,-1107.05
,,,,,,,111.5-Admin Leave Taken,,,0,0,0,0,88.76,88.76,88.76,-88.76
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,15338.16,15338.16,15338.16,-15338.16
,,,,,,,111.8-Other Leave Taken,,,0,0,0,0,73.18,73.18,73.18,-73.18
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,124331.43,124331.43,124331.43,-124331.43
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,10521.6,10521.6,10521.6,-10521.6
,,,,,,,113.8-Other Leave Taken,,,0,0,0,0,451.84,451.84,451.84,-451.84
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-3987.16,-3987.16,-3987.16,3987.16
,,,,,,,121.2-CSRS,,,0,0,0,0,1328.72,1328.72,1328.72,-1328.72
,,,,,,,121.3-FEHB,,,0,0,0,0,25739.15,25739.15,25739.15,-25739.15
,,,,,,,121.4-Medicare,,,0,0,0,0,3730.47,3730.47,3730.47,-3730.47
,,,,,,,121.5-TSP,,,0,0,0,0,12184.66,12184.66,12184.66,-12184.66
,,,,,,,121.6-FERS,,,0,0,0,0,42868.52,42868.52,42868.52,-42868.52
,,,,,,,121.7-FEGLI,,,0,0,0,0,514.4,514.4,514.4,-514.4
